address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state,cuisine
5036 N Oracle Rd,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""'beer_and_wine'"", Ambience=""{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking='True', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ByAppointmentOnly=None, Caters='False', CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids='True', GoodForMeal=""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", HairSpecializesIn=None, HappyHour='True', HasTV='True', Music=None, NoiseLevel=""u'average'"", Open24Hours=None, OutdoorSeating='False', RestaurantsAttire=""u'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='True', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='2', RestaurantsReservations='True', RestaurantsTableService='True', RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=""'no'"")",5YRHE2foNVmv1n8VIJcb-A,"Japanese, Sushi Bars, Restaurants",Tucson,"Row(Friday='17:0-22:0', Monday='17:0-22:0', Saturday='12:0-22:0', Sunday='12:0-21:0', Thursday='17:0-22:0', Tuesday='17:0-22:0', Wednesday='17:0-22:0')",1,32.298151,-110.97738,Shogun Japanese Restaurant & Sushi Bar,85704,270,3.5,AZ,Japanese
1902 W Main St,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""u'none'"", Ambience=""{u'divey': False, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=None, BusinessParking=""{u'valet': False, u'garage': None, u'street': True, u'lot': True, u'validated': False}"", ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating='False', RestaurantsAttire=""u'casual'"", RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups='True', RestaurantsPriceRange2='2', RestaurantsReservations=None, RestaurantsTableService='True', RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible=None, WiFi=""u'free'"")",lW5DyXf2pFQ_LFTacnGsCQ,"Sushi Bars, Ramen, Japanese, Desserts, Restaurants, Soup, Food, Salad",Norristown,"Row(Friday='11:0-22:0', Monday=None, Saturday='11:0-22:0', Sunday='12:0-21:30', Thursday='11:0-21:30', Tuesday='11:0-21:30', Wednesday='11:0-21:30')",1,40.1307060399,-75.3754137165,Ronin,19403,26,4.5,PA,Japanese
4208 Calgary Trail NW,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""u'full_bar'"", Ambience=""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", BYOB=None, BYOBCorkage=None, BestNights=""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", BikeParking='True', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=None, BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ByAppointmentOnly=None, Caters='True', CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing='False', GoodForKids='True', GoodForMeal=""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", HairSpecializesIn=None, HappyHour=None, HasTV='True', Music=""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", NoiseLevel=""u'average'"", Open24Hours=None, OutdoorSeating='True', RestaurantsAttire=""u'dressy'"", RestaurantsCounterService=None, RestaurantsDelivery='False', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='3', RestaurantsReservations='True', RestaurantsTableService=None, RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=""u'free'"")",VVpQU10_dhKkFz8eBAFQUg,"Restaurants, Nightlife, Pizza, Italian, Bars, Lounges",Edmonton,"Row(Friday='11:0-23:0', Monday='11:0-22:0', Saturday='16:0-23:0', Sunday='16:0-21:0', Thursday='11:0-22:0', Tuesday='11:0-22:0', Wednesday='11:0-22:0')",0,53.4782539,-113.4958999,Sorrentino's South,T6J 6Y8,31,3.5,AB,Italian
"Atlantis Casino Resort Spa, 3800 S Virginia St","Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""u'full_bar'"", Ambience=""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': True, u'upscale': False}"", BYOB=None, BYOBCorkage=""'no'"", BestNights=None, BikeParking='True', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", ByAppointmentOnly='False', Caters='False', CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed='False', DriveThru=None, GoodForDancing=None, GoodForKids='False', GoodForMeal=""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", HairSpecializesIn=None, HappyHour=None, HasTV='True', Music=None, NoiseLevel=""u'average'"", Open24Hours=None, OutdoorSeating='None', RestaurantsAttire=""u'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='None', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='2', RestaurantsReservations='True', RestaurantsTableService=None, RestaurantsTakeOut='None', Smoking=None, WheelchairAccessible=None, WiFi=""u'free'"")",EO5ne2jClfd16Sus5D6i6A,"Japanese, Restaurants, Sushi Bars, Seafood",Reno,"Row(Friday='11:0-0:0', Monday='11:0-23:0', Saturday='11:0-0:0', Sunday='11:0-23:0', Thursday='11:0-23:0', Tuesday='11:0-23:0', Wednesday='11:0-23:0')",1,39.488612126,-119.7943970854,Atlantis Sky Terrace Sushi Bar,89502,471,3.5,NV,Japanese
1724 W Newport Pike,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""u'full_bar'"", Ambience=""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking='True', BusinessAcceptsBitcoin='False', BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ByAppointmentOnly=None, Caters='True', CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids='True', GoodForMeal=""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", HairSpecializesIn=None, HappyHour=None, HasTV='False', Music=None, NoiseLevel=""u'quiet'"", Open24Hours=None, OutdoorSeating='False', RestaurantsAttire=""u'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='False', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='2', RestaurantsReservations='True', RestaurantsTableService='True', RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible='True', WiFi=""u'free'"")",gu4TEXWfC69ZVrKDsVPtKQ,"Japanese, Thai, Sushi Bars, Asian Fusion, Restaurants",Wilmington,"Row(Friday='16:30-22:0', Monday='16:30-21:30', Saturday='16:30-22:0', Sunday=None, Thursday='16:30-21:30', Tuesday='16:30-21:30', Wednesday='16:30-21:30')",0,39.7156587,-75.6297844,Chaiyo Sushi and Thai Cuisine,19804,36,4.0,DE,Thai
5085 34th St S,,_PBc-_f6yoHejomBaDxFyw,"Restaurants, Japanese, Asian Fusion, Sushi Bars",St Petersburg,,0,27.7208503201,-82.6796063431,Yummy Teriyaki,33711,8,2.5,FL,Japanese
104 W State St,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""u'none'"", Ambience=""{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': None, 'casual': True}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking='True', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ByAppointmentOnly=None, Caters='True', CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids='True', GoodForMeal=""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", HairSpecializesIn=None, HappyHour=None, HasTV='True', Music=None, NoiseLevel=""u'average'"", Open24Hours=None, OutdoorSeating='True', RestaurantsAttire=""u'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='True', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='2', RestaurantsReservations='True', RestaurantsTableService=None, RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=""u'no'"")",KbB46s78-nkFqwWB0UbLxg,"Japanese, Asian Fusion, Restaurants, Sushi Bars",Kennett Square,"Row(Friday='10:30-22:30', Monday='10:30-21:30', Saturday='10:30-22:30', Sunday='11:30-21:30', Thursday='10:30-21:30', Tuesday='10:30-21:30', Wednesday='10:30-21:30')",1,39.8465315,-75.7118798,Lily Asian Cuisine Sushi & Grill,19348,179,4.0,PA,Japanese
6405 S Virginia St,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""u'beer_and_wine'"", Ambience=""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", BYOB=None, BYOBCorkage=None, BestNights=""{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': False}"", BikeParking='False', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ByAppointmentOnly='False', Caters='False', CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed='False', DriveThru=None, GoodForDancing='False', GoodForKids='True', GoodForMeal=""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", HairSpecializesIn=None, HappyHour='True', HasTV='True', Music=""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", NoiseLevel=""u'average'"", Open24Hours=None, OutdoorSeating='True', RestaurantsAttire=""u'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='True', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='2', RestaurantsReservations='False', RestaurantsTableService=None, RestaurantsTakeOut='True', Smoking=""u'no'"", WheelchairAccessible=None, WiFi=""u'free'"")",E7SlvdbroVK7Nr6UO2ZDbQ,"Italian, Restaurants, Beer Bar, Pubs, Pizza, Bars, Nightlife",Reno,"Row(Friday='11:0-21:0', Monday='0:0-0:0', Saturday='11:0-21:0', Sunday='11:0-20:0', Thursday='11:0-20:0', Tuesday='11:0-20:0', Wednesday='11:0-20:0')",1,39.4670710457,-119.7848055918,The Blind Onion Pizza & Pub,89511,183,3.5,NV,Italian
"1707 James L Redman Pkwy, Ste G","Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=None, BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2=None, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible=None, WiFi=None)",pzIOswHeO8lKIy10_0WpPg,"Chinese, Sushi Bars, Buffets, Restaurants",Plant City,,0,27.9979018,-82.1228654,Eastern Buffet Chinese Dishes Fresh Seafood & Sushi Bar,33563,5,2.5,FL,Chinese
913 N Market St,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking='True', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ByAppointmentOnly=None, Caters='True', CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids='True', GoodForMeal=""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", HairSpecializesIn=None, HappyHour=None, HasTV='True', Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating='True', RestaurantsAttire=""'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='False', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='1', RestaurantsReservations='True', RestaurantsTableService=None, RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=""u'free'"")",ACVar6kJC_P2aDHDBx6N_Q,"Juice Bars & Smoothies, Sandwiches, Korean, Food, Cafes, Breakfast & Brunch, Coffee & Tea, Restaurants",Wilmington,"Row(Friday='7:30-16:30', Monday='7:30-16:30', Saturday=None, Sunday=None, Thursday='7:30-16:30', Tuesday='7:30-16:30', Wednesday='7:30-16:30')",0,39.745277,-75.5483675,Pinji's Cafe,19801,10,3.5,DE,Korean
719 Sansom St,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids='True', GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=""u'quiet'"", Open24Hours=None, OutdoorSeating='False', RestaurantsAttire=""u'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='True', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='1', RestaurantsReservations='True', RestaurantsTableService=None, RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=None)",kpduERk9Zy40rE3zg935bw,"Asian Fusion, Sushi Bars, Restaurants, Food, Japanese",Philadelphia,"Row(Friday='10:30-22:30', Monday='10:30-22:0', Saturday='10:30-22:30', Sunday=None, Thursday='10:30-22:0', Tuesday='10:30-22:0', Wednesday='10:30-22:0')",0,39.94888,-75.153243,Oriental Fusion Grill,19106,7,3.0,PA,Japanese
405 N Euclid Ave,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""u'full_bar'"", Ambience=""{'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking='True', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", ByAppointmentOnly=None, Caters='True', CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids='False', GoodForMeal=None, HairSpecializesIn=None, HappyHour='True', HasTV='True', Music=None, NoiseLevel=""u'average'"", Open24Hours=None, OutdoorSeating='False', RestaurantsAttire=""u'dressy'"", RestaurantsCounterService=None, RestaurantsDelivery='True', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='3', RestaurantsReservations='True', RestaurantsTableService=None, RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=""u'free'"")",e86IBzGCsrnhJbD_wELj7w,"Gluten-Free, French, Wine Bars, Restaurants, Nightlife, Bars, American (New)",Saint Louis,"Row(Friday='16:0-1:0', Monday='16:0-1:0', Saturday='17:0-1:0', Sunday='17:0-22:0', Thursday='16:0-1:0', Tuesday='16:0-1:0', Wednesday='16:0-1:0')",0,38.6488432,-90.2610791,Herbie's Vintage 72,63108,141,3.5,MO,French
211 Old York Rd,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""u'none'"", Ambience=""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking='True', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='False', BusinessParking=""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ByAppointmentOnly=None, Caters='False', CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru='False', GoodForDancing=None, GoodForKids='False', GoodForMeal=""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", HairSpecializesIn=None, HappyHour=None, HasTV='False', Music=None, NoiseLevel=""u'quiet'"", Open24Hours=None, OutdoorSeating='True', RestaurantsAttire=""u'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='True', RestaurantsGoodForGroups='False', RestaurantsPriceRange2='3', RestaurantsReservations='True', RestaurantsTableService='True', RestaurantsTakeOut='False', Smoking=None, WheelchairAccessible=None, WiFi=""u'no'"")",Zkvjfrl2Wx7VvfKoNahWWQ,"Restaurants, Nightlife, Gastropubs, American (New), American (Traditional), French, Burgers, Bars",Jenkintown,"Row(Friday='17:0-0:0', Monday=None, Saturday='17:0-0:0', Sunday='17:0-21:0', Thursday='17:0-22:30', Tuesday='17:0-22:30', Wednesday='17:0-22:30')",0,40.0947835,-75.1258737,Leila's Restaurant and Bar,19046,57,4.0,PA,French
58 W Congress St,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""'full_bar'"", Ambience=""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", BYOB=None, BYOBCorkage=None, BestNights=""{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", BikeParking='True', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ByAppointmentOnly=None, Caters='False', CoatCheck='False', Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru='False', GoodForDancing='False', GoodForKids='True', GoodForMeal=""{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", HairSpecializesIn=None, HappyHour='True', HasTV='True', Music=""{'dj': False}"", NoiseLevel=""'average'"", Open24Hours=None, OutdoorSeating='None', RestaurantsAttire=""'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='None', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='1', RestaurantsReservations='False', RestaurantsTableService='False', RestaurantsTakeOut='None', Smoking=""u'no'"", WheelchairAccessible='True', WiFi=""'free'"")",jmwasbZfgj3honf79qKsnA,"Mexican, Bars, Restaurants, Nightlife",Tucson,"Row(Friday='11:0-18:0', Monday='0:0-0:0', Saturday='11:0-21:0', Sunday=None, Thursday='11:0-19:0', Tuesday='11:0-20:0', Wednesday='11:0-19:0')",1,32.2219642,-110.9721883,Street- Taco and Beer Co.,85701,805,4.5,AZ,Mexican
447 Larchmont Blvd,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""u'none'"", Ambience=""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking='True', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ByAppointmentOnly=None, Caters='True', CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids='True', GoodForMeal=""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", HairSpecializesIn=None, HappyHour=None, HasTV='True', Music=None, NoiseLevel=""u'quiet'"", Open24Hours=None, OutdoorSeating='True', RestaurantsAttire=""u'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='True', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='2', RestaurantsReservations='True', RestaurantsTableService='False', RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=""u'no'"")",A3P0BQ10fhjmR2skHKNOkQ,"Sushi Bars, Japanese, Restaurants",Mount Laurel,"Row(Friday='11:0-21:30', Monday=None, Saturday='12:0-21:30', Sunday='12:0-21:0', Thursday='11:0-21:0', Tuesday='11:0-21:0', Wednesday='11:0-21:0')",1,39.9788,-74.8778637,Asuka Sushi,08054,140,4.0,NJ,Japanese
3701 Gulf Blvd,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""u'full_bar'"", Ambience=""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", BYOB='False', BYOBCorkage=None, BestNights=None, BikeParking='True', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': True}"", ByAppointmentOnly=None, Caters='True', CoatCheck='False', Corkage='True', DietaryRestrictions=None, DogsAllowed='False', DriveThru=None, GoodForDancing=None, GoodForKids='False', GoodForMeal=""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", HairSpecializesIn=None, HappyHour='True', HasTV='True', Music=None, NoiseLevel=""u'loud'"", Open24Hours=None, OutdoorSeating='True', RestaurantsAttire=""'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='False', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='3', RestaurantsReservations='True', RestaurantsTableService='True', RestaurantsTakeOut='True', Smoking=""u'no'"", WheelchairAccessible='True', WiFi=""u'free'"")",p53i8ogh4pADR41GwaPRjg,"Cocktail Bars, Seafood, Beer, Wine & Spirits, Nightlife, American (Traditional), Bars, Food, American (New), Tapas Bars, Restaurants, Breakfast & Brunch, Mediterranean",St Pete Beach,"Row(Friday='8:0-22:0', Monday='8:0-21:30', Saturday='8:0-22:0', Sunday='8:0-21:30', Thursday='8:45-21:30', Tuesday='8:0-21:30', Wednesday='8:0-21:30')",1,27.7135953752,-82.7369613305,Castile Restaurant,33706,254,3.5,FL,Mediterranean
1229 Washington Ave,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""u'full_bar'"", Ambience=""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", BYOB=None, BYOBCorkage=None, BestNights=""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", BikeParking='False', BusinessAcceptsBitcoin='False', BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ByAppointmentOnly=None, Caters='True', CoatCheck='False', Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing='True', GoodForKids='False', GoodForMeal=""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", HairSpecializesIn=None, HappyHour='True', HasTV='False', Music=""{'dj': True, 'background_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", NoiseLevel=""u'loud'"", Open24Hours=None, OutdoorSeating='False', RestaurantsAttire=""'dressy'"", RestaurantsCounterService=None, RestaurantsDelivery='True', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='2', RestaurantsReservations='True', RestaurantsTableService='True', RestaurantsTakeOut='True', Smoking=""u'outdoor'"", WheelchairAccessible='True', WiFi=""u'free'"")",1xuIrC6VBoa_9XB_5eTfAg,"Bars, Dinner Theater, Venues & Event Spaces, Lounges, Restaurants, Cocktail Bars, Dance Clubs, Event Planning & Services, American (New), French, Arts & Entertainment, Performing Arts, Nightlife",St. Louis,"Row(Friday='18:0-1:30', Monday='0:0-0:0', Saturday='18:0-1:30', Sunday='10:0-15:0', Thursday=None, Tuesday=None, Wednesday=None)",1,38.6321275,-90.1979132,The Boom Boom Room,63103,90,4.0,MO,French
234 S St,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""'none'"", Ambience=""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ByAppointmentOnly='False', Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing='False', GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour='False', HasTV='True', Music=""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", NoiseLevel=None, Open24Hours=None, OutdoorSeating='False', RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery='False', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='2', RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=""u'free'"")",vBQNbW_aiKCteAp756VQgw,"Coffee & Tea, Juice Bars & Smoothies, Food, Mediterranean, Bars, Restaurants, Nightlife, Hookah Bars",Philadelphia,"Row(Friday='17:0-4:0', Monday='17:0-1:0', Saturday='17:0-4:0', Sunday='17:0-1:0', Thursday='17:0-2:0', Tuesday='17:0-1:0', Wednesday='17:0-1:0')",1,39.9412409,-75.1470082,Sphinx Café,19147,25,3.0,PA,Mediterranean
