address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state,cuisine
925 Arch St,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""u'none'"", Ambience=""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking='True', BusinessAcceptsBitcoin='False', BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ByAppointmentOnly=None, Caters='True', CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids='True', GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV='False', Music=None, NoiseLevel=""u'quiet'"", Open24Hours=None, OutdoorSeating='False', RestaurantsAttire=""u'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='True', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='2', RestaurantsReservations='True', RestaurantsTableService=None, RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=""u'free'"")",6LCZLGa09Qifn6rG7-DNrg,"Thai, Restaurants",Philadelphia,"Row(Friday='16:0-21:30', Monday=None, Saturday='12:0-22:0', Sunday='12:0-21:30', Thursday='16:0-21:30', Tuesday='16:0-21:30', Wednesday='16:0-21:30')",0,39.953793,-75.155832,Erawan Thai Cuisine,19107,180,3.5,PA,Thai
712 W Girard Ave,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ByAppointmentOnly=None, Caters='True', CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids='True', GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV='True', Music=None, NoiseLevel=""u'quiet'"", Open24Hours=None, OutdoorSeating='False', RestaurantsAttire=""u'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='True', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='2', RestaurantsReservations='False', RestaurantsTableService=None, RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=None)",i_5PaxI8DK9EErsHBdwP1A,"Restaurants, Indian",Philadelphia,"Row(Friday='11:0-21:30', Monday='11:0-21:30', Saturday='12:0-21:30', Sunday='12:0-21:30', Thursday='11:0-21:30', Tuesday='11:0-21:30', Wednesday='11:0-21:30')",1,39.9701516,-75.1488281,Tiffin-Etc,19123,21,3.0,PA,Indian
3335 Kietzke Ln,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""u'beer_and_wine'"", Ambience=""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", BYOB='False', BYOBCorkage=None, BestNights=None, BikeParking='True', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ByAppointmentOnly='False', Caters='False', CoatCheck=None, Corkage='True', DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids='True', GoodForMeal=""{u'breakfast': False, u'brunch': False, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': None}"", HairSpecializesIn=None, HappyHour='True', HasTV='True', Music=None, NoiseLevel=""u'average'"", Open24Hours=None, OutdoorSeating='False', RestaurantsAttire=""u'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='True', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='2', RestaurantsReservations='True', RestaurantsTableService='True', RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible='True', WiFi=""u'no'"")",lVAjWGOqyZOFHMEw5NLt9g,"Restaurants, Asian Fusion, Japanese, Sushi Bars",Reno,"Row(Friday='11:0-22:0', Monday='0:0-0:0', Saturday='11:0-22:0', Sunday='12:0-21:0', Thursday='11:0-21:30', Tuesday='11:0-21:30', Wednesday='11:0-21:30')",1,39.4922565,-119.7894259,KitzMo Sushi,89502,506,3.5,NV,Japanese
615 S Trooper Rd,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""u'none'"", Ambience=""{'touristy': None, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking='False', BusinessAcceptsBitcoin='False', BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ByAppointmentOnly='False', Caters='True', CoatCheck=None, Corkage='False', DietaryRestrictions=None, DogsAllowed='False', DriveThru=None, GoodForDancing=None, GoodForKids='True', GoodForMeal=""{'dessert': True, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", HairSpecializesIn=None, HappyHour='True', HasTV='False', Music=None, NoiseLevel=""u'average'"", Open24Hours=None, OutdoorSeating='None', RestaurantsAttire=""'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='True', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='1', RestaurantsReservations='False', RestaurantsTableService='False', RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible='True', WiFi=""u'free'"")",3VYn-8vrMXe-IRgwBaFVKw,"Fast Food, Halal, Vegetarian, Desserts, Event Planning & Services, Caterers, Seafood, Indian, Pizza, Food, Restaurants",Audubon,"Row(Friday='16:30-21:30', Monday='0:0-0:0', Saturday='12:0-21:30', Sunday='12:0-21:0', Thursday='16:30-21:0', Tuesday='16:30-21:0', Wednesday='16:30-21:0')",1,40.1284351,-75.4049042,Bombay Dhabba - Audubon,19403,120,4.0,PA,Indian
5920 E Stop 11 Rd,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""u'beer_and_wine'"", Ambience=""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking='True', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ByAppointmentOnly=None, Caters='False', CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids='True', GoodForMeal=""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", HairSpecializesIn=None, HappyHour=None, HasTV='True', Music=None, NoiseLevel=""u'average'"", Open24Hours=None, OutdoorSeating='True', RestaurantsAttire=""u'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='True', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='1', RestaurantsReservations='False', RestaurantsTableService=None, RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=""'free'"")",GnRaQ2JtQPuyEajs-i5Pmg,"American (Traditional), Pizza, Salad, Mexican, Sandwiches, Restaurants",Indianapolis,"Row(Friday='11:0-22:0', Monday='11:0-21:0', Saturday='11:0-22:0', Sunday='11:30-21:0', Thursday='11:0-21:0', Tuesday='11:0-21:0', Wednesday='11:0-21:0')",1,39.6528405,-86.0646537,Chicago's Pizza,46237,58,4.0,IN,Mexican
1 Fine Arts Dr,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""u'full_bar'"", Ambience=""{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking='True', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ByAppointmentOnly=None, Caters='True', CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids='False', GoodForMeal=""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}"", HairSpecializesIn=None, HappyHour=None, HasTV='False', Music=None, NoiseLevel=""u'quiet'"", Open24Hours=None, OutdoorSeating='False', RestaurantsAttire=""u'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='False', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='2', RestaurantsReservations='True', RestaurantsTableService=None, RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=""'free'"")",0AgwjiluvSLEkpHNJe1EHg,"French, American (New), Italian, Restaurants",St Louis,"Row(Friday='11:0-14:0', Monday=None, Saturday='11:0-14:0', Sunday='10:0-14:0', Thursday='11:0-14:0', Tuesday='11:0-14:0', Wednesday='11:0-14:0')",1,38.638898,-90.293706,Panorama Restaurant,63110,85,4.0,MO,Italian
6154 Michigan Rd,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=None, BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2=None, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible=None, WiFi=None)",mYMR0TTL7S7V-QQgSMj6dg,"Restaurants, Mexican, Food Trucks, Food",Indianapolis,"Row(Friday='20:0-3:0', Monday='20:0-1:0', Saturday='20:0-3:0', Sunday='20:0-1:0', Thursday='20:0-1:0', Tuesday='20:0-1:0', Wednesday='20:0-1:0')",1,39.8675081,-86.2019647,Fast Taco's,46228,7,3.5,IN,Mexican
721 Long Ln,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=None, BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", HairSpecializesIn=None, HappyHour=None, HasTV='True', Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery='True', RestaurantsGoodForGroups=None, RestaurantsPriceRange2=None, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=None)",IB-K0t9GJLBq17SSp6721g,"Restaurants, Halal, Indian, Chinese, Pakistani",Upper Darby,"Row(Friday='12:0-23:0', Monday='12:0-22:0', Saturday='12:0-23:0', Sunday='12:0-22:0', Thursday='12:0-22:0', Tuesday='12:0-22:0', Wednesday='12:0-22:0')",0,39.9476521,-75.2597989,Halal China Express,19082,8,2.5,PA,Chinese
1967 Street Rd,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""u'none'"", Ambience=""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking='True', BusinessAcceptsBitcoin='False', BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", ByAppointmentOnly=None, Caters='True', CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids='True', GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV='True', Music=None, NoiseLevel=""u'average'"", Open24Hours=None, OutdoorSeating='False', RestaurantsAttire=""u'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='True', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='2', RestaurantsReservations='False', RestaurantsTableService=None, RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=""u'free'"")",WWO34S7RwBWlsjJEYuTAaw,"Bakeries, Food, Cupcakes, Restaurants, Indian",Bensalem,"Row(Friday='11:30-22:30', Monday='11:30-22:0', Saturday='11:30-22:30', Sunday='11:30-22:0', Thursday='11:30-22:0', Tuesday='11:30-22:0', Wednesday='11:30-22:0')",1,40.0985444,-74.9460166,Indian Hut-Bensalem,19020,110,3.0,PA,Indian
4442 Lebanon Road,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""'none'"", Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking='False', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ByAppointmentOnly=None, Caters='False', CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru='True', GoodForDancing=None, GoodForKids='True', GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV='True', Music=None, NoiseLevel=""'average'"", Open24Hours=None, OutdoorSeating='False', RestaurantsAttire=""'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='None', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='1', RestaurantsReservations='False', RestaurantsTableService=None, RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=""'no'"")",9-MSMIejaA2TDFBifFlpfw,"Restaurants, Tacos, Tex-Mex, Breakfast & Brunch, Fast Food, Mexican",Hermitage,"Row(Friday='7:0-2:0', Monday='7:0-1:0', Saturday='7:0-2:0', Sunday='7:0-1:0', Thursday='7:0-1:0', Tuesday='7:0-1:0', Wednesday='7:0-1:0')",1,36.2156166563,-86.5997014308,Taco Bell,37076,41,1.5,TN,Mexican
1218 Decatur St,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""u'beer_and_wine'"", Ambience=""{u'divey': False, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': True, u'intimate': None, u'romantic': None, u'classy': False, u'upscale': False}"", BYOB='False', BYOBCorkage=None, BestNights=None, BikeParking='False', BusinessAcceptsBitcoin='False', BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ByAppointmentOnly=None, Caters='False', CoatCheck=None, Corkage='True', DietaryRestrictions=None, DogsAllowed='False', DriveThru=None, GoodForDancing=None, GoodForKids='True', GoodForMeal=""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': None}"", HairSpecializesIn=None, HappyHour='False', HasTV='True', Music=None, NoiseLevel=""u'average'"", Open24Hours=None, OutdoorSeating='False', RestaurantsAttire=""u'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='False', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='2', RestaurantsReservations='False', RestaurantsTableService='True', RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible='True', WiFi=""u'no'"")",5xRmemqmR89BpGoOA25hqA,"Dim Sum, Chinese, Restaurants",New Orleans,"Row(Friday='11:0-22:0', Monday='0:0-0:0', Saturday='11:0-22:0', Sunday='11:0-21:0', Thursday='11:0-21:0', Tuesday='11:0-21:0', Wednesday='11:0-21:0')",1,29.961033,-90.058881,Dian Xin,70116,389,4.5,LA,Chinese
701 N Howard Ave,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""u'full_bar'"", Ambience=""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", BYOB='False', BYOBCorkage=None, BestNights=None, BikeParking='True', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", ByAppointmentOnly=None, Caters='True', CoatCheck=None, Corkage='True', DietaryRestrictions=None, DogsAllowed='True', DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour='False', HasTV='False', Music=None, NoiseLevel=""u'average'"", Open24Hours=None, OutdoorSeating='True', RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery='True', RestaurantsGoodForGroups=None, RestaurantsPriceRange2='2', RestaurantsReservations='True', RestaurantsTableService='True', RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible='True', WiFi=""u'free'"")",R_Wi9jh57H_OzzAVWO71Bw,"Mediterranean, Breakfast & Brunch, Bagels, Restaurants, Food, Bakeries, Greek",Tampa,"Row(Friday='8:0-15:0', Monday='0:0-0:0', Saturday='8:0-15:0', Sunday='8:0-15:0', Thursday='8:0-15:0', Tuesday=None, Wednesday='8:0-15:0')",1,27.950161,-82.482754,Psomi,33606,280,4.5,FL,Mediterranean
1025 Westbank Expy,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""u'none'"", Ambience=""{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': True, u'intimate': None, u'romantic': False, u'classy': False, u'upscale': None}"", BYOB='False', BYOBCorkage=None, BestNights=None, BikeParking='False', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{u'valet': False, u'garage': False, u'street': None, u'lot': True, u'validated': False}"", ByAppointmentOnly=None, Caters='True', CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed='False', DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=""{u'breakfast': None, u'brunch': None, u'lunch': True, u'dinner': True, u'latenight': None, u'dessert': None}"", HairSpecializesIn=None, HappyHour=None, HasTV='True', Music=None, NoiseLevel=""u'average'"", Open24Hours=None, OutdoorSeating='False', RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery='True', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='2', RestaurantsReservations='False', RestaurantsTableService='True', RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible='True', WiFi=""u'free'"")",X6GzniQjbm3YFWWwzDrBkg,"Indian, Restaurants",Gretna,"Row(Friday='11:30-22:0', Monday='11:30-21:30', Saturday='11:30-22:0', Sunday='11:30-21:30', Thursday='11:30-21:30', Tuesday=None, Wednesday='11:30-21:30')",1,29.9072703957,-90.0618257695,Turmeric Indian Cuisine,70053,120,4.5,LA,Indian
7305 E 96th St,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': False, 'casual': True}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=None, BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", HairSpecializesIn=None, HappyHour=None, HasTV='True', Music=None, NoiseLevel=""u'quiet'"", Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery='True', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='2', RestaurantsReservations='False', RestaurantsTableService=None, RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=None)",fBI981fKx1k1Ju8QRfMGPg,"Health Markets, Specialty Food, Soul Food, Gluten-Free, Food, Restaurants",Indianapolis,"Row(Friday='11:0-19:0', Monday='11:0-19:0', Saturday='11:0-19:0', Sunday=None, Thursday='11:0-19:0', Tuesday=None, Wednesday='11:0-19:0')",0,39.9263105,-86.0395875,Paleo Soul,46250,75,5.0,IN,Soul
4790 E Grant Rd,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids='True', GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV='False', Music=None, NoiseLevel=""u'quiet'"", Open24Hours=None, OutdoorSeating='False', RestaurantsAttire=""'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='False', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='1', RestaurantsReservations='False', RestaurantsTableService=None, RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=""u'no'"")",EILOpH5vO8vO2zGHXr11hA,"Restaurants, Chinese",Tucson,,0,32.2505592,-110.8906809,China Star of Tucson,85712,19,2.5,AZ,Chinese
7040 Bullard Ave,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""'none'"", Ambience=""{u'divey': None, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking='True', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{u'valet': False, u'garage': None, u'street': None, u'lot': True, u'validated': None}"", ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids='True', GoodForMeal=""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", HairSpecializesIn=None, HappyHour=None, HasTV='True', Music=None, NoiseLevel=""u'quiet'"", Open24Hours=None, OutdoorSeating='False', RestaurantsAttire=""u'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='False', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='1', RestaurantsReservations='False', RestaurantsTableService=None, RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=""'no'"")",-QvV4HrMXMA8fJxCWJOFBA,"Restaurants, Chinese",New Orleans,"Row(Friday='11:0-21:0', Monday=None, Saturday='11:0-21:0', Sunday='12:0-21:0', Thursday='11:0-21:0', Tuesday='11:0-21:0', Wednesday='11:0-21:0')",1,30.047984,-89.963249,China House,70128,17,4.0,LA,Chinese
9 N Shortridge Rd,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking='True', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=None, ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru='False', GoodForDancing=None, GoodForKids='True', GoodForMeal=""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", HairSpecializesIn=None, HappyHour=None, HasTV='True', Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=""'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='True', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='2', RestaurantsReservations='False', RestaurantsTableService=None, RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=None)",SzV22G8u45kouqsZorHhjw,"Chicken Wings, Italian, Pizza, Restaurants, Sandwiches, Burgers",Indianapolis,"Row(Friday='15:0-4:0', Monday='15:0-3:0', Saturday='15:0-3:0', Sunday=None, Thursday='15:0-4:0', Tuesday='15:0-3:0', Wednesday='15:0-3:0')",0,39.7733917,-86.039934,Rite Way Pizza,46219,19,2.0,IN,Italian
1800 S Broad St,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=""u'none'"", Ambience=""{'touristy': False, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': None}"", BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking='True', BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards='True', BusinessParking=""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ByAppointmentOnly=None, Caters='True', CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids='True', GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV='True', Music=None, NoiseLevel=""u'average'"", Open24Hours=None, OutdoorSeating='False', RestaurantsAttire=""u'casual'"", RestaurantsCounterService=None, RestaurantsDelivery='True', RestaurantsGoodForGroups='True', RestaurantsPriceRange2='1', RestaurantsReservations='False', RestaurantsTableService=None, RestaurantsTakeOut='True', Smoking=None, WheelchairAccessible=None, WiFi=""u'no'"")",SYt5vLiLkNCkYfN5CCqVFg,"Restaurants, Chinese",Philadelphia,,1,39.9280019,-75.1692901,Oriental Chinese,19148,41,3.0,PA,Chinese
